Task ID,Area,Task,Requirements,Difficulty,Points,Combat Mastery
491,General,Equip Black Dragonhide Armor.,70 Ranged,Hard,80,
492,General,Kill a Monster with Ranged.,,Easy,10,
493,General,Kill 100 Monsters with Ranged.,,Easy,10,
494,General,"Kill 1,000 Monsters with Ranged.",,Medium,30,
495,General,"Kill 5,000 Monsters with Ranged.",,Hard,80,
496,General,Defeat a Boss with Ranged.,,Hard,80,
497,General,Defeat 10 Bosses with Ranged.,,Hard,80,
498,General,Use a Special Attack with a Ranged Weapon.,,Medium,30,
499,General,Equip a Bronze weapon.,,Easy,10,
500,General,Equip an Iron weapon.,,Easy,10,
501,General,Equip a Steel weapon.,5 Attack,Easy,10,
502,General,Equip a Mithril weapon.,20 Attack,Easy,10,
503,General,Equip an Adamant weapon.,30 Attack,Medium,30,
504,General,Equip a Rune weapon.,40 Attack,Medium,30,
505,General,Equip a Dragon Weapon.,60 Attack,Hard,80,
506,General,Equip a Godsword.,75 Attack,Hard,80,
507,General,Kill a Chicken with Melee.,,Easy,10,
508,General,Kill a Hill Giant with Melee.,,Easy,10,
509,General,Kill a Dragon with Melee.,,Hard,80,
510,General,Defeat a Boss with Melee.,,Hard,80,
511,General,Defeat 10 Bosses with Melee.,,Elite,200,
512,General,Hit a 10 Damage Melee Attack.,,Easy,10,
513,General,Hit a 20 Damage Melee Attack.,,Medium,30,
514,General,Hit a 30 Damage Melee Attack.,,Medium,30,
515,General,Hit a 40 Damage Melee Attack.,,Hard,80,
516,General,Hit a 50 Damage Melee Attack.,,Elite,200,
517,General,Use a Special Attack Weapon.,,Medium,30,
518,General,Use a Two-Handed Weapon.,,Easy,10,
519,General,Obtain a Clue Scroll.,,Easy,10,
520,General,Complete an Easy Clue Scroll.,,Easy,10,
521,General,Complete a Medium Clue Scroll.,,Medium,30,
522,General,Complete a Hard Clue Scroll.,,Hard,80,
523,General,Complete an Elite Clue Scroll.,,Elite,200,
524,General,Obtain a Pet Drop.,,Elite,200,
525,General,Fill a Collection Log Slot.,,Easy,10,
526,General,Fill 10 Collection Log Slots.,,Medium,30,
527,General,Fill 25 Collection Log Slots.,,Medium,30,
528,General,Fill 50 Collection Log Slots.,,Hard,80,
529,General,Fill 100 Collection Log Slots.,,Elite,200,
530,General,Obtain a Rare Clue Reward.,,Medium,30,
531,General,Obtain an Ornament Kit,,Hard,80,
532,General,Obtain a Raid Unique.,,Elite,200,
533,General,Obtain a Mega Rare Raid Unique.,,Elite,200,
534,General,Obtain a Skilling Outfit Piece.,,Medium,30,
535,General,Complete a Skilling Outfit Set.,,Hard,80,
536,General,Obtain a Barrows piece,,Hard,80,
537,General,Obtain a Full Barrows Set.,,Hard,80,
538,General,Obtain a Rare Boss Pet.,,Elite,200,
539,General,Obtain a Rare Skilling Pet.,,Elite,200,
540,General,Obtain a Unique Drop Worth Over 1 Million Coins.,,Hard,80,
541,General,Obtain a Unique Drop Worth Over 10 Million Coins.,,Elite,200,
542,General,Complete a Boss Collection Log Page.,,Elite,200,
543,General,Complete a Raid Collection Log Page.,,Master,400,
544,General,Complete a Clue Collection Log Page.,,Elite,200,
545,General,Complete a Minigame Collection Log Page.,,Hard,80,
546,General,Complete a Slayer Collection Log Page.,,Hard,80,
547,General,Complete a Skilling Collection Log Page.,,Hard,80,
548,General,Obtain 5 Unique Boss Drops.,,Hard,80,
549,General,Obtain 10 Unique Boss Drops.,,Hard,80,
550,General,Obtain 25 Unique Boss Drops.,,Elite,200,
551,General,Obtain 5 Unique Clue Rewards.,,Medium,30,
552,General,Obtain 25 Unique Clue Rewards.,,Hard,80,
553,General,Obtain 100 Unique Clue Rewards.,,Elite,200,
554,General,Defeat a Goblin.,,Easy,10,
555,General,Defeat a Cow.,,Easy,10,
556,General,Defeat a Chicken.,,Easy,10,
557,General,Defeat a Rat.,,Easy,10,
558,General,Defeat a Giant Rat.,,Easy,10,
559,General,Defeat a Dark Wizard.,,Easy,10,
560,General,Defeat a Skeleton.,,Easy,10,
561,General,Defeat a Zombie.,,Easy,10,
562,General,Defeat a Hobgoblin.,,Easy,10,
563,General,Defeat a Minotaur.,,Easy,10,
564,General,Defeat a Hill Giant.,,Easy,10,
565,General,Defeat a Moss Giant.,,Easy,10,
566,General,Defeat an Ice Warrior.,,Medium,30,
567,General,Defeat an Ice Giant.,,Medium,30,
568,General,Defeat a Lesser Demon.,,Medium,30,
569,General,Defeat a Cyclops.,,Medium,30,
570,General,Defeat a Troll.,,Medium,30,
571,General,Defeat a Hellhound.,,Medium,30,
572,General,Defeat a Greater Demon.,,Medium,30,
573,General,Defeat a Blue Dragon.,,Medium,30,
574,General,Defeat a Black Demon.,,Medium,30,
575,General,Defeat a Fire Giant.,,Medium,30,
576,General,Defeat a Green Dragon.,,Hard,80,
577,General,Defeat a Bronze Dragon.,,Hard,80,
578,General,Defeat a Steel Dragon.,,Hard,80,
579,General,Defeat a Black Dragon.,,Hard,80,
580,General,Defeat a Skeletal Wyvern.,,Hard,80,
581,General,Defeat a Brutal Black Dragon.,,Hard,80,
582,Kandarin,Defeat a Demonic Gorilla.,,Hard,80,
583,Wilderness,Defeat a Revenant Knight.,,Hard,80,
584,Wilderness,Defeat Crazy Archaeologist.,,Hard,80,
585,Wilderness,Defeat Chaos Fanatic.,,Hard,80,
586,Wilderness,Defeat Scorpia.,,Hard,80,
587,Wilderness,Defeat Chaos Elemental.,,Hard,80,
588,Wilderness,Defeat King Black Dragon.,,Hard,80,
589,Morytania,Defeat Barrows Brothers.,,Hard,80,
590,Asgarnia,Defeat Giant Mole.,,Hard,80,
591,Kourend,Defeat Sarachnis.,,Hard,80,
592,Fremennik,Defeat Dagannoth Rex.,,Hard,80,
593,Fremennik,Defeat Dagannoth Prime.,,Hard,80,
594,Fremennik,Defeat Dagannoth Supreme.,,Hard,80,
595,Desert,Defeat Kalphite Queen.,,Hard,80,
596,Tirannwn,Defeat Zulrah.,,Hard,80,
597,Fremennik,Defeat Vorkath.,,Elite,200,
598,Fremennik,Defeat Phantom Muspah.,,Elite,200,
599,Morytania,Defeat Grotesque Guardians.,,Hard,80,
600,Asgarnia,Defeat Cerberus.,,Hard,80,
601,Kandarin,Defeat Kraken.,,Hard,80,
602,Kandarin,Defeat Thermonuclear Smoke Devil.,,Elite,200,
603,General,Defeat Abyssal Sire.,,Elite,200,
604,Asgarnia,Defeat General Graardor.,,Elite,200,
605,Asgarnia,Defeat Kree'arra.,,Elite,200,
606,Asgarnia,Defeat Commander Zilyana.,,Elite,200,
607,Asgarnia,Defeat K'ril Tsutsaroth.,,Elite,200,
608,Asgarnia,Defeat Nex.,,Elite,200,
609,Morytania,Defeat The Nightmare.,,Elite,200,
610,Morytania,Defeat Phosani's Nightmare.,,Elite,200,
611,Tirannwn,Defeat The Gauntlet.,,Elite,200,
612,Tirannwn,Defeat the Corrupted Gauntlet.,,Elite,200,
613,Karamja,Complete the Fight Caves.,,Elite,200,
614,Karamja,Complete the Inferno.,,Master,400,
615,Kourend,Complete Chambers of Xeric.,,Elite,200,
616,Kourend,Complete Chambers of Xeric Challenge Mode.,,Master,400,
617,Morytania,Complete Theatre of Blood.,,Elite,200,
618,Morytania,Complete Theatre of Blood Hard Mode.,,Master,400,
619,Desert,Complete Tombs of Amascut.,,Elite,200,
620,Desert,Complete a 300 Invocation Tombs of Amascut Raid.,,Master,400,
621,Desert,Defeat Kephri.,,Elite,200,
622,Desert,Defeat Zebak.,,Elite,200,
623,Desert,Defeat Ba-Ba.,,Elite,200,
624,Desert,Defeat Akkha.,,Elite,200,
625,Morytania,Defeat Maiden of Sugadinti.,,Elite,200,
626,Morytania,Defeat Sotetseg.,,Elite,200,
627,Morytania,Defeat Xarpus.,,Elite,200,
628,Morytania,Defeat Bloat.,,Elite,200,
629,Kourend,Defeat Tekton.,,Elite,200,
630,Kourend,Defeat Vasa Nistirio.,,Elite,200,
631,Kourend,Defeat Vespula.,,Elite,200,
632,General,Defeat the Mimic.,,Hard,80,
633,General,Defeat Obor.,,Medium,30,
634,General,Defeat Bryophyta.,,Medium,30,
635,General,Defeat Tempoross.,,Hard,80,
636,General,Defeat Wintertodt.,,Medium,30,
637,General,Defeat Skotizo.,,Hard,80,
638,General,Defeat Hespori.,,Hard,80,
639,General,Defeat Deranged Archaeologist.,,Hard,80,
640,General,Defeat Vet'ion.,,Elite,200,
641,General,Defeat Callisto.,,Elite,200,
642,General,Defeat Venenatis.,,Elite,200,
643,General,Defeat Artio.,,Hard,80,
644,General,Defeat Calvar'ion.,,Hard,80,
645,General,Defeat Spindel.,,Hard,80,
646,General,Defeat Duke Sucellus.,,Elite,200,
647,General,Defeat The Leviathan.,,Elite,200,
648,General,Defeat The Whisperer.,,Elite,200,
649,General,Defeat Vardorvis.,,Elite,200,
650,General,Complete the Fortis Colosseum.,,Master,400,
651,Misthalin,Cross the River Lum.,,Easy,10,
652,Misthalin,Climb the Lumbridge Castle Staircase.,,Easy,10,
653,Misthalin,Use the Grand Exchange.,,Easy,10,
654,Misthalin,Cook on the Lumbridge Castle Range.,,Easy,10,
655,Misthalin,Mine Copper in Lumbridge Swamp.,,Easy,10,
656,Misthalin,Fish Shrimp in Lumbridge.,,Easy,10,
657,Misthalin,Chop a Tree in Draynor.,,Easy,10,
658,Misthalin,Burn Logs in Varrock.,,Easy,10,
659,Misthalin,Defeat a Goblin near Lumbridge.,,Easy,10,
660,Misthalin,Defeat a Dark Wizard south of Varrock.,,Easy,10,
661,Misthalin,Defeat a Giant Rat in Edgeville Dungeon.,,Easy,10,
662,Misthalin,Defeat a Skeleton in Varrock Sewers.,,Easy,10,
663,Misthalin,Defeat a Moss Giant in Varrock Sewers.,,Easy,10,
664,Misthalin,Enter the Stronghold of Security.,,Easy,10,
665,Misthalin,Reach the Bottom of the Stronghold of Security.,,Medium,30,
666,Misthalin,Enter Edgeville Dungeon.,,Easy,10,
667,Misthalin,Enter Varrock Sewers.,,Easy,10,
668,Misthalin,Enter Lumbridge Swamp Caves.,,Easy,10,
669,Misthalin,Enter the Cook’s Guild.,32 Cooking,Medium,30,
670,Misthalin,Enter the Champions’ Guild.,,Medium,30,
671,Misthalin,Enter the Wizards’ Tower.,,Easy,10,
672,Misthalin,Enter the Varrock Museum.,,Easy,10,
673,Misthalin,Enter the Grand Exchange Tunnel.,,Easy,10,
674,Misthalin,Craft Air Runes at the Air Altar.,,Easy,10,
675,Misthalin,Craft Mind Runes at the Mind Altar.,2 Runecrafting,Easy,10,
676,Misthalin,Teleport to Varrock.,25 Magic,Easy,10,
677,Misthalin,Teleport to Lumbridge.,31 Magic,Medium,30,
678,Misthalin,Smelt a Bronze Bar in Lumbridge.,,Easy,10,
679,Misthalin,Smith a Bronze Dagger in Varrock.,,Easy,10,
680,Misthalin,Steal from a Tea Stall in Varrock.,5 Thieving,Easy,10,
681,Misthalin,Steal from the Varrock Bakery Stall.,5 Thieving,Easy,10,
682,Misthalin,Pickpocket a Man in Lumbridge.,,Easy,10,
683,Misthalin,Pickpocket a Guard in Varrock.,40 Thieving,Medium,30,
684,Misthalin,Catch Trout in Barbarian Village.,20 Fishing,Easy,10,
685,Misthalin,Cook Lobsters in Edgeville.,40 Cooking,Medium,30,
686,Misthalin,Train at the Varrock Rooftop Course.,30 Agility,Medium,30,
687,Misthalin,Train at the Draynor Rooftop Course.,10 Agility,Easy,10,
688,Misthalin,Mine Iron Ore in Varrock Mine.,15 Mining,Easy,10,
689,Misthalin,Chop Willow Trees in Draynor.,30 Woodcutting,Medium,30,
690,Misthalin,Burn Willow Logs in Draynor.,30 Firemaking,Medium,30,
691,Misthalin,Charge an Air Orb near Edgeville Dungeon.,66 Magic,Hard,80,
692,Misthalin,Defeat Delrith.,,Easy,10,
693,Misthalin,Defeat Count Draynor.,,Easy,10,
694,Misthalin,Speak to Oziach.,,Easy,10,
695,Misthalin,Speak to the Wise Old Man.,,Easy,10,
696,Misthalin,Speak to Aubury.,,Easy,10,
697,Misthalin,Speak to the Lumbridge Guide.,,Easy,10,
698,Misthalin,Open the Lumbridge Castle Basement Chest.,,Easy,10,
699,Misthalin,Obtain a Giant Key.,,Easy,10,
700,Misthalin,Obtain a Mossy Key.,,Easy,10,
701,Misthalin,Enter the Earth Altar through Varrock.,9 Runecrafting,Easy,10,
702,Misthalin,Enter the Chaos Altar near Edgeville.,35 Runecrafting,Medium,30,
703,Misthalin,Use a Canoe on the River Lum.,12 Woodcutting,Easy,10,
704,Misthalin,Travel to Edgeville by Canoe.,27 Woodcutting,Easy,10,
705,Misthalin,Complete a Beginner Clue Scroll in Misthalin.,,Easy,10,
706,Misthalin,Complete an Easy Clue Scroll in Misthalin.,,Easy,10,
707,Misthalin,Complete a Hard Clue Scroll in Misthalin.,,Hard,80,
708,Misthalin,Fill a Bucket at the Lumbridge Kitchen Sink.,,Easy,10,
709,Misthalin,Spin Flax in Lumbridge Castle.,10 Crafting,Easy,10,
710,Misthalin,Bake a Cake in Lumbridge Castle.,40 Cooking,Medium,30,
711,Karamja,Use the Karamja General Store.,,Easy,10,
712,Karamja,Fish Shrimp on Karamja.,,Easy,10,
713,Karamja,Catch Tuna on Karamja.,35 Fishing,Medium,30,
714,Karamja,Catch Lobsters on Karamja.,40 Fishing,Medium,30,
715,Karamja,Catch Swordfish on Karamja.,50 Fishing,Medium,30,
716,Karamja,Cook Tuna on Karamja.,30 Cooking,Medium,30,
717,Karamja,Cook Lobsters on Karamja.,40 Cooking,Medium,30,
718,Karamja,Cook Swordfish on Karamja.,45 Cooking,Medium,30,
719,Karamja,Chop Jungle Trees.,,Easy,10,
720,Karamja,Chop Teak Trees.,35 Woodcutting,Medium,30,
721,Karamja,Chop Mahogany Trees.,50 Woodcutting,Medium,30,
722,Karamja,Burn Teak Logs on Karamja.,35 Firemaking,Medium,30,
723,Karamja,Burn Mahogany Logs on Karamja.,50 Firemaking,Medium,30,
724,Karamja,Mine Gold Ore in Karamja Volcano.,40 Mining,Medium,30,
725,Karamja,Mine Gem Rocks in Shilo Village.,40 Mining,Medium,30,
726,Karamja,Catch Karambwanji.,5 Fishing,Easy,10,
727,Karamja,Catch Karambwan.,65 Fishing,Hard,80,
728,Karamja,Cook Karambwan.,30 Cooking,Medium,30,
729,Karamja,Use the Brimhaven Agility Arena.,40 Agility,Medium,30,
730,Karamja,Complete a Lap in the Brimhaven Agility Arena.,40 Agility,Medium,30,
731,Karamja,Purchase a Ticket in the Brimhaven Agility Arena.,40 Agility,Medium,30,
732,Karamja,Trade with Gabooty in Tai Bwo Wannai.,,Easy,10,
733,Karamja,Repair a Fence in Tai Bwo Wannai.,15 Woodcutting,Easy,10,
734,Karamja,Cut Jungle in Tai Bwo Wannai.,10 Woodcutting,Easy,10,
735,Karamja,Burn Jungle Logs.,15 Firemaking,Easy,10,
736,Karamja,Enter the Hardwood Grove.,35 Woodcutting,Medium,30,
737,Karamja,Harvest Bananas on Karamja.,,Easy,10,
738,Karamja,Fill Crates with Bananas.,,Easy,10,
739,Karamja,Pick Pineapples on Karamja.,,Easy,10,
740,Karamja,Enter the Nature Altar.,44 Runecrafting,Medium,30,
741,Karamja,Craft Nature Runes.,44 Runecrafting,Medium,30,
742,Karamja,Explore the Kharazi Jungle.,,Medium,30,
743,Karamja,Fish at Musa Point.,,Easy,10,
744,Karamja,Use the Charter Ships on Karamja.,,Easy,10,
745,Karamja,Travel to Port Sarim from Karamja.,,Easy,10,
746,Karamja,Visit the Shrimp and Parrot.,,Easy,10,
747,Karamja,Enter the Tribal Statue Area.,,Easy,10,
748,Karamja,Pray at the Altar in Tai Bwo Wannai.,,Easy,10,
749,Karamja,Catch Salmon on Karamja.,30 Fishing,Medium,30,
750,Karamja,Defeat a Jogre.,,Medium,30,
751,Karamja,Defeat a Monkey on Karamja.,,Easy,10,
752,Karamja,Defeat a Lesser Demon in Karamja Volcano.,,Medium,30,
753,Karamja,Defeat a Fire Giant in Brimhaven Dungeon.,,Medium,30,
754,Karamja,Defeat a Metal Dragon in Brimhaven Dungeon.,,Hard,80,
755,Karamja,Defeat a Black Demon in Brimhaven Dungeon.,,Hard,80,
756,Karamja,Defeat a Red Dragon in Brimhaven Dungeon.,,Hard,80,
757,Karamja,Catch Lobsters at Musa Point.,40 Fishing,Medium,30,
758,Karamja,Use the Furnace in Shilo Village.,,Easy,10,
759,Karamja,Use the Anvil in Shilo Village.,,Easy,10,
760,Karamja,Mine Iron Ore on Karamja.,15 Mining,Easy,10,
761,Karamja,Mine Mithril Ore on Karamja.,55 Mining,Medium,30,
762,Karamja,Cut a Teak Log in the Hardwood Grove.,35 Woodcutting,Medium,30,
763,Karamja,Cut a Mahogany Log in the Hardwood Grove.,50 Woodcutting,Medium,30,
764,Karamja,Burn a Mahogany Log on Karamja.,50 Firemaking,Medium,30,
765,Karamja,Enter the Fishing Platform Area.,20 Fishing,Easy,10,
766,Karamja,Catch Fish from the Fishing Platform.,20 Fishing,Easy,10,
767,Karamja,Visit the Shipyard.,,Easy,10,
768,Karamja,Speak to Lubufu.,,Easy,10,
769,Karamja,Speak to Hajedy.,,Easy,10,
770,Karamja,Speak to Garth.,,Easy,10,
771,Karamja,Cross a Rope Bridge in Karamja.,,Easy,10,
772,Karamja,Use an Agility Shortcut on Karamja.,40 Agility,Medium,30,
773,Karamja,Catch a Nature Impling on Karamja.,58 Hunter,Medium,30,
774,Karamja,Catch a Dragon Impling on Karamja.,83 Hunter,Hard,80,
775,Karamja,Catch a Butterfly on Karamja.,15 Hunter,Easy,10,
776,Karamja,Set a Box Trap on Karamja.,,Easy,10,
777,Karamja,Fill an Inventory with Teak Logs.,35 Woodcutting,Medium,30,
778,Karamja,Fill an Inventory with Mahogany Logs.,50 Woodcutting,Medium,30,
779,Asgarnia,Enter the Crafting Guild.,40 Crafting,Medium,30,
780,Asgarnia,Enter the Mining Guild.,60 Mining,Hard,80,
781,Asgarnia,Enter the Warriors’ Guild.,130 Combined Attack and Strength,Hard,80,
782,Asgarnia,Enter the Heroes’ Guild.,,Medium,30,
783,Asgarnia,Enter the White Knights’ Castle.,,Easy,10,
784,Asgarnia,Enter the Dwarven Mines.,,Easy,10,
785,Asgarnia,Enter the Taverley Dungeon.,,Easy,10,
786,Asgarnia,Enter the Asgarnian Ice Dungeon.,,Easy,10,
787,Asgarnia,Enter the Falador Party Room.,,Easy,10,
788,Asgarnia,Use the Port Sarim Jail Shortcut.,,Easy,10,
789,Asgarnia,Cross the Falador North Wall Shortcut.,5 Agility,Easy,10,
790,Asgarnia,Train at the Falador Rooftop Course.,50 Agility,Medium,30,
791,Asgarnia,Mine Clay in the Dwarven Mine.,,Easy,10,
792,Asgarnia,Mine Coal in the Mining Guild.,30 Mining,Medium,30,
793,Asgarnia,Mine Mithril Ore in the Mining Guild.,55 Mining,Medium,30,
794,Asgarnia,Mine Adamantite Ore in the Mining Guild.,70 Mining,Hard,80,
795,Asgarnia,Smelt a Steel Bar in Falador.,30 Smithing,Medium,30,
796,Asgarnia,Smith an Iron Platebody in Falador.,33 Smithing,Medium,30,
797,Asgarnia,Smith a Mithril Item in Falador.,50 Smithing,Medium,30,
798,Asgarnia,Chop Oak Trees near Draynor Manor.,15 Woodcutting,Easy,10,
799,Asgarnia,Chop Willow Trees near Port Sarim.,30 Woodcutting,Medium,30,
800,Asgarnia,Burn Willow Logs in Falador.,30 Firemaking,Medium,30,
801,Asgarnia,Fish Sardines in Port Sarim.,5 Fishing,Easy,10,
802,Asgarnia,Fish Lobsters in Port Sarim.,40 Fishing,Medium,30,
803,Asgarnia,Cook Lobsters in Port Sarim.,40 Cooking,Medium,30,
804,Asgarnia,Catch Cerulean Twitches.,11 Hunter,Easy,10,
805,Asgarnia,Catch Copper Longtails.,9 Hunter,Easy,10,
806,Asgarnia,Catch a Butterfly in Taverley.,15 Hunter,Easy,10,
807,Asgarnia,Enter the White Wolf Mountain Pass.,,Easy,10,
808,Asgarnia,Defeat a White Wolf.,,Easy,10,
809,Asgarnia,Defeat a Black Knight.,,Easy,10,
810,Asgarnia,Defeat a Chaos Dwarf.,,Medium,30,
811,Asgarnia,Defeat a Blue Dragon in Taverley Dungeon.,,Hard,80,
812,Asgarnia,Defeat a Black Dragon in Taverley Dungeon.,,Hard,80,
813,Asgarnia,Defeat a Hellhound in Taverley Dungeon.,,Medium,30,
814,Asgarnia,Defeat a Lesser Demon in Taverley Dungeon.,,Medium,30,
815,Asgarnia,Defeat a Greater Demon in Taverley Dungeon.,,Medium,30,
816,Asgarnia,Defeat a Skeletal Wyvern in Asgarnian Ice Dungeon.,,Hard,80,
817,Asgarnia,Defeat a Giant Mole.,,Hard,80,
818,Asgarnia,Enter the Mole Lair.,,Easy,10,
819,Asgarnia,Pick Cabbages in Falador Farm.,,Easy,10,
820,Asgarnia,Fill a Sack with Potatoes in Rimmington.,,Easy,10,
821,Asgarnia,Enter the Rimmington Mine.,,Easy,10,
822,Asgarnia,Craft a Sapphire Ring in Falador.,20 Crafting,Easy,10,
823,Asgarnia,Craft a Ruby Amulet in Falador.,50 Crafting,Medium,30,
824,Asgarnia,Use the Furnace in Falador.,,Easy,10,
825,Asgarnia,Use the Anvil in Falador.,,Easy,10,
826,Asgarnia,Pray at the Altar in Falador.,,Easy,10,
827,Asgarnia,Recharge Prayer at the Monastery near Burthorpe.,,Easy,10,
828,Asgarnia,Buy a Cape from the Falador Shield Shop.,,Easy,10,
829,Asgarnia,Buy a Pickaxe from Nurmof.,,Easy,10,
830,Asgarnia,Speak to Thurgo.,,Easy,10,
831,Asgarnia,Speak to Turael.,,Easy,10,
832,Asgarnia,Speak to Sir Tiffy Cashien.,,Easy,10,
833,Asgarnia,Enter the Rogues’ Den.,50 Agility,Medium,30,
834,Asgarnia,Crack a Wall Safe in the Rogues’ Den.,50 Thieving,Medium,30,
835,Asgarnia,Complete a Rogues’ Den Maze Run.,50 Agility and 50 Thieving,Medium,30,
836,Asgarnia,Use the Burthorpe Games Room.,,Easy,10,
837,Asgarnia,Enter the Games Room Cellar.,,Easy,10,
838,Asgarnia,Teleport to Falador.,37 Magic,Medium,30,
839,Asgarnia,Teleport to Taverley.,40 Magic,Medium,30,
840,Asgarnia,Enter the Falador Party Room Chest Area.,,Easy,10,
841,Asgarnia,Train on Crabs near Rimmington.,,Easy,10,
842,Asgarnia,Fish on the Docks in Port Sarim.,,Easy,10,
843,Asgarnia,Enter the Mudskipper Point Area.,,Easy,10,
844,Asgarnia,Catch a Mudskipper.,10 Fishing,Easy,10,
845,Asgarnia,Burn Oak Logs in Port Sarim.,15 Firemaking,Easy,10,
846,Asgarnia,Fill an Inventory with Coal in the Mining Guild.,30 Mining,Medium,30,
847,Asgarnia,Fill an Inventory with Lobsters in Port Sarim.,40 Fishing,Medium,30,
848,Asgarnia,Fill an Inventory with Willow Logs near Port Sarim.,30 Woodcutting,Medium,30,
849,Asgarnia,Use the Port Sarim Spirit Tree.,,Easy,10,
850,Asgarnia,Enter the Taverley Summoning Area.,,Easy,10,
851,Asgarnia,Catch an Impling in Puro-Puro Entrance Area.,17 Hunter,Easy,10,
852,Asgarnia,Mine Blurite Ore.,10 Mining,Easy,10,
853,Asgarnia,Use the Falador Herb Patch.,9 Farming,Easy,10,
854,Asgarnia,Harvest Herbs in Falador.,9 Farming,Easy,10,
855,Asgarnia,Visit the Falador Hairdresser.,,Easy,10,
856,Asgarnia,Enter Falador Park.,,Easy,10,
857,Asgarnia,Climb the Falador Castle Wall.,,Easy,10,
858,Fremennik,Enter the Fremennik Slayer Dungeon.,,Easy,10,
859,Fremennik,Enter the Waterbirth Island Dungeon.,,Medium,30,
860,Fremennik,Enter the Ancient Cavern.,,Hard,80,
861,Fremennik,Enter the Lighthouse Basement.,,Medium,30,
862,Fremennik,Enter Jatizso.,,Easy,10,
863,Fremennik,Enter Neitiznot.,,Easy,10,
864,Fremennik,Enter Miscellania.,,Medium,30,
865,Fremennik,Enter Etceteria.,,Medium,30,
866,Fremennik,Enter Lunar Isle.,65 Magic,Hard,80,
867,Fremennik,Mine Coal in Fremennik.,30 Mining,Medium,30,
868,Fremennik,Mine Mithril Ore in Fremennik.,55 Mining,Medium,30,
869,Fremennik,Mine Adamantite Ore in Fremennik.,70 Mining,Hard,80,
870,Fremennik,Fill an Inventory with Coal in Fremennik.,30 Mining,Medium,30,
871,Fremennik,Catch Lobsters in Fremennik.,40 Fishing,Medium,30,
872,Fremennik,Catch Sharks in Fremennik.,76 Fishing,Hard,80,
873,Fremennik,Cook Sharks in Fremennik.,80 Cooking,Hard,80,
874,Fremennik,Fish at the Barbarian Fishing Spot.,48 Fishing,Medium,30,
875,Fremennik,Catch Leaping Trout in Fremennik.,48 Fishing,Medium,30,
876,Fremennik,Catch Leaping Salmon in Fremennik.,58 Fishing,Medium,30,
877,Fremennik,Catch Leaping Sturgeon in Fremennik.,70 Fishing,Hard,80,
878,Fremennik,Chop Arctic Pine Trees in Fremennik.,54 Woodcutting,Medium,30,
879,Fremennik,Burn Arctic Pine Logs in Fremennik.,42 Firemaking,Medium,30,
880,Fremennik,Chop Maple Trees in Fremennik.,45 Woodcutting,Medium,30,
881,Fremennik,Chop Yew Trees in Fremennik.,60 Woodcutting,Hard,80,
882,Fremennik,Catch a Polar Kebbit in Fremennik.,,Easy,10,
883,Fremennik,Catch a Cerulean Twitches in Fremennik.,11 Hunter,Easy,10,
884,Fremennik,Catch a Sabre-toothed Kebbit in Fremennik.,37 Hunter,Medium,30,
885,Fremennik,Catch a Dark Kebbit in Fremennik.,57 Hunter,Medium,30,
886,Fremennik,Use a Fairy Ring in Fremennik.,,Easy,10,
887,Fremennik,Use the Rellekka Agility Shortcut.,30 Agility,Medium,30,
888,Fremennik,Cross the Fremennik Log Balance.,35 Agility,Medium,30,
889,Fremennik,Teleport to Lunar Isle.,69 Magic,Hard,80,
890,Fremennik,Teleport to Waterbirth Island.,72 Magic,Hard,80,
891,Fremennik,Use the Lunar Spellbook.,65 Magic,Hard,80,
892,Fremennik,Tan Hides in Fremennik.,,Easy,10,
893,Fremennik,Craft a Fremennik Shield.,25 Crafting,Easy,10,
894,Fremennik,Craft Yak-hide Armor in Fremennik.,46 Crafting,Medium,30,
895,Fremennik,Smith a Mithril Item in Fremennik.,50 Smithing,Medium,30,
896,Fremennik,Smith an Adamant Item in Fremennik.,70 Smithing,Hard,80,
897,Fremennik,Defeat a Rock Crab in Fremennik.,,Easy,10,
898,Fremennik,Defeat a Dagannoth in Fremennik.,,Medium,30,
899,Fremennik,Defeat a Wallasalki in Fremennik.,,Hard,80,
900,Fremennik,Defeat an Ice Troll in Fremennik.,,Hard,80,
901,Fremennik,Defeat a Basilisk in Fremennik.,,Medium,30,
902,Fremennik,Defeat a Turoth in Fremennik.,,Medium,30,
903,Fremennik,Defeat a Kurask in Fremennik.,,Hard,80,
904,Fremennik,Defeat a Skeletal Wyvern in Fremennik.,,Hard,80,
905,Fremennik,Recharge Prayer at the Rellekka Altar.,31 Prayer,Medium,30,
906,Fremennik,Fill a Bucket with Wax in Fremennik.,,Easy,10,
907,Fremennik,Use the Furnace in Fremennik.,,Easy,10,
908,Fremennik,Use the Anvil in Fremennik.,,Easy,10,
909,Fremennik,Buy Fish from the Rellekka Market.,,Easy,10,
910,Fremennik,Speak to Peer the Seer.,,Easy,10,
911,Fremennik,Speak to Jarvald.,,Easy,10,
912,Fremennik,Speak to Baba Yaga.,,Easy,10,
913,Fremennik,Enter the Keldagrim Entrance Tunnel.,,Easy,10,
914,Fremennik,Ride the Boat to Waterbirth Island.,,Easy,10,
915,Fremennik,Ride the Boat to Miscellania.,,Easy,10,
916,Fremennik,Catch Monkfish in Fremennik.,62 Fishing,Hard,80,
917,Fremennik,Burn Yew Logs in Fremennik.,60 Firemaking,Hard,80,
